4.89|808
7.46|810
10.03|812
4.89|813
11.56|816
7.17|817
13.21|819
6.26|821
11.80|822
3.84|823
3.06|824
5.28|825
15.43|826
13.24|827
4.77|828
9.34|832
12.46|835
3.18|837
12.30|839
12.82|840
9.40|843
14.55|844
5.07|845
18.43|848
4.56|849
9.00|850
5.58|851
7.24|852
4.50|853
18.00|854
6.34|855
3.35|856
4.66|858
9.30|861
5.61|862
9.39|864
4.59|865
11.53|866
5.79|868
10.02|869
8.36|875
7.47|877
11.47|878
5.19|879
12.24|880
12.07|882
12.79|883
10.24|884
9.60|885
3.42|886
10.74|887
6.60|889
6.60|890
14.02|894
6.27|895
5.95|896
8.16|897
7.98|898
4.86|899
12.09|900
3.66|902
6.57|906
6.72|907
9.96|908
3.84|909
3.39|910
10.29|913
5.22|914
6.78|915
6.01|916
4.26|917
4.26|918
5.26|919
5.04|920
5.13|921
6.99|922
3.24|923
5.37|924
4.30|926
9.33|928
5.28|931
7.11|932
6.36|933
6.49|934
8.94|935
4.47|936
6.35|937
6.29|938
10.38|939
6.31|941
9.09|942
8.43|943
5.07|944
14.31|946
7.96|947
4.28|948
17.53|949
5.65|950
6.58|951
18.49|953
17.70|954
4.66|955
3.78|956
5.76|958
3.54|959
5.19|960
11.64|961
5.68|962
9.93|963
5.47|965
8.22|966
4.11|967
12.34|968
4.83|969
3.20|970
12.31|971
18.58|972
3.54|973
5.91|975
10.00|976
6.00|977
19.71|980
4.05|982
11.11|984
4.81|986
5.39|987
9.58|988
4.22|990
3.80|991
5.31|992
7.29|994
6.36|995
7.59|1000
6.06|1002
3.66|1004
13.69|1006
4.66|1013
8.94|1014
3.12|1016
3.52|1020
5.16|1022
5.52|1035
3.31|1037
3.50|1038
3.49|1039
6.80|1040
6.03|1043
4.33|1045
6.03|1046
3.33|1048
5.38|1050
6.12|1052
5.31|1053
3.34|1056
3.57|1058
11.28|1059
3.33|1063
5.14|1064
10.68|1065
7.41|1068
12.92|1069
11.56|1070
3.36|1071
5.13|1075
9.15|1079
4.68|1081
5.58|1082
3.42|1084
16.09|1085
4.05|1086
7.89|1090
5.17|1091
6.27|1094
9.36|1097
4.95|1098
3.87|1110
3.00|1111
4.42|1112
7.68|1114
6.27|1115
4.29|1122
3.45|1124
3.63|1125
4.23|1129
8.64|1130
3.15|1131
3.39|1139
4.48|1144
8.91|1145
10.46|1152
15.67|1153
7.91|1154
4.77|1155
12.01|1156
14.01|1159
7.08|1162
4.11|1163
5.49|1165
3.96|1170
3.66|1171
3.94|1174
4.88|1175
9.63|1177
3.69|1180
5.96|1183
3.42|1184
6.69|1188
9.47|1190
3.42|1191
4.35|1192
5.20|1195
3.06|1196
7.56|1198
3.00|1200
6.09|1203
3.00|1204
6.85|1209
3.24|1210
3.33|1212
6.67|1221
8.88|1222
7.62|1223
4.80|1230
4.69|1231
3.97|1235
5.52|1238
5.37|1240
9.24|1243
4.51|1252
8.78|1253
3.55|1255
8.52|1256
9.15|1257
7.60|1258
3.48|1259
4.83|1260
4.32|1261
5.34|1262
5.31|1263
6.46|1264
3.60|1265
16.84|1267
14.70|1271
15.34|1272
7.53|1273
10.19|1274
4.68|1275
3.11|1276
3.72|1277
5.02|1279
3.30|1283
6.31|1284
4.17|1286
3.24|1289
15.09|1290
3.98|1292
6.58|1294
3.09|1295
6.09|1296
3.74|1297
6.12|1299
4.59|1300
7.21|1302
7.26|1303
11.88|1304
9.12|1305
5.40|1308
3.93|1309
5.25|1310
14.08|1311
6.63|1312
3.30|1314
8.20|1316
5.63|1317
7.12|1318
7.50|1319
15.25|1320
5.37|1322
5.35|1323
8.70|1328
5.14|1329
4.85|1333
3.94|1334
5.16|1335
8.07|1336
8.68|1337
3.75|1338
15.58|1342
17.07|1343
7.11|1345
4.89|1346
4.47|1347
14.86|1348
8.73|1350
3.61|1351
8.43|1354
7.84|1355
9.99|1356
4.09|1360
6.33|1363
6.91|1364
3.12|1366
10.23|1367
4.83|1368
8.05|1369
3.09|1371
7.08|1372
3.48|1373
4.80|1376
8.74|1377
8.19|1378
3.60|1379
6.48|1382
3.78|1383
15.78|1384
8.37|1386
18.79|1387
3.52|1390
3.27|1393
6.15|1394
5.61|1395
3.89|1396
5.99|1397
3.45|1398
4.47|1399
4.36|1401
4.00|1404
3.09|1405
7.02|1406
7.87|1407
8.52|1408
3.90|1409
3.09|1411
7.60|1412
3.21|1413
9.48|1414
5.56|1415
3.69|1416
11.64|1417
7.39|1418
19.10|1420
5.90|1421
3.39|1422
8.40|1423
3.75|1424
4.96|1425
6.98|1426
15.68|1427
12.47|1428
4.21|1431
3.12|1432
9.84|1434
5.80|1436
4.29|1438
4.44|1440
8.29|1441
7.14|1442
9.00|1444
7.98|1445
5.07|1446
6.42|1447
5.49|1449
10.65|1450
9.97|1451
10.47|1452
9.57|1453
9.30|1454
4.38|1456
5.10|1457
4.05|1458
9.28|1459
5.37|1460
10.45|1463
15.67|1465
8.32|1468
4.08|1470
3.30|1475
3.45|1476
10.00|1479
4.62|1483
3.48|1484
17.32|1486
19.57|1488
4.05|1489
3.30|1490
7.11|1493
11.14|1494
17.04|1501
3.29|1504
12.06|1506
6.97|1507
7.53|1511
8.59|1512
11.13|1513
10.44|1514
8.08|1515
3.90|1516
8.13|1517
16.72|1518
19.14|1519
14.23|1521
18.64|1522
4.44|1523
5.73|1524
3.86|1525
4.17|1526
7.27|1527
3.33|1528
5.02|1530
10.98|1531
3.42|1532
7.05|1534
6.99|1535
3.07|1536
3.60|1539
16.22|1540
4.81|1542
3.87|1543
4.11|1544
6.06|1545
5.05|1546
7.26|1547
4.26|1549
13.04|1550
15.02|1551
11.62|1552
5.89|1553
3.90|1555
6.57|1556
4.92|1557
3.33|1558
17.05|1559
5.25|1560
5.49|1567
4.81|1568
10.87|1570
6.12|1572
7.74|1573
17.51|1574
3.29|1575
3.10|1576
6.60|1577
9.00|1582
4.10|1583
3.24|1584
5.37|1585
15.99|1586
8.59|1587
5.10|1588
12.40|1590
6.96|1592
7.68|1594
3.36|1595
3.31|1600
7.74|1601
7.02|1602
6.55|1604
14.12|1607
10.30|1609
10.19|1610
3.54|1611
3.72|1612
3.36|1613
5.10|1615
11.20|1616
3.22|1619
5.00|1620
7.93|1621
4.32|1623
9.96|1624
3.42|1626
3.42|1628
4.74|1629
3.22|1630
7.30|1633
4.05|1635
3.52|1638
4.38|1639
5.40|1641
3.21|1642
4.05|1644
6.02|1645
8.21|1646
3.63|1648
7.24|1649
13.16|1650
3.57|1651
15.24|1653
6.19|1655
3.48|1656
5.61|1657
5.23|1658
3.93|1659
10.98|1661
5.98|1662
13.60|1664
5.19|1665
6.00|1666
3.75|1669
3.00|1670
4.20|1672
5.34|1673
4.02|1675
4.47|1677
4.05|1680
5.76|1682
3.39|1683
5.95|1684
