4.55|1686
5.91|1688
4.23|1690
10.23|1691
3.07|1692
7.20|1693
6.81|1694
8.61|1695
3.83|1700
6.61|1701
3.87|1702
12.27|1703
9.00|1706
7.06|1707
5.10|1709
5.86|1713
8.64|1715
3.04|1717
3.42|1720
3.68|1722
3.19|1723
3.99|1724
12.61|1725
3.74|1726
4.94|1727
5.51|1728
4.48|1729
4.41|1730
11.29|1734
3.45|1736
3.45|1737
5.27|1739
7.43|1741
4.48|1744
5.04|1745
4.42|1747
5.82|1749
4.10|1750
17.69|1751
4.23|1752
6.48|1756
3.91|1758
3.09|1759
4.08|1760
7.03|1762
12.01|1763
4.02|1764
5.37|1765
6.18|1767
7.34|1768
5.03|1769
6.25|1770
6.79|1771
5.36|1772
3.14|1773
3.27|1774
4.63|1776
4.40|1777
18.13|1778
3.48|1779
9.04|1780
7.17|1781
4.37|1784
3.88|1785
6.48|1786
10.95|1787
10.05|1789
4.20|1791
5.46|1795
6.79|1797
5.19|1798
7.06|1799
6.39|1800
5.76|1801
5.61|1802
16.35|1803
10.55|1804
18.50|1805
7.81|1806
5.43|1807
5.01|1808
6.30|1809
6.20|1810
3.85|1811
3.57|1812
5.73|1813
17.73|1814
7.58|1815
4.74|1816
9.74|1817
4.74|1818
6.58|1819
3.70|1821
7.89|1822
4.98|1824
5.13|1825
4.79|1826
3.70|1827
3.48|1828
3.18|1829
9.19|1830
3.60|1832
14.04|1833
6.24|1835
14.43|1836
6.25|1837
13.14|1838
3.57|1839
10.30|1840
4.04|1841
3.94|1842
5.59|1845
3.18|1846
4.68|1847
10.30|1848
7.95|1851
6.54|1852
6.04|1853
4.95|1854
4.29|1856
5.10|1857
3.21|1859
3.07|1860
3.39|1863
3.55|1868
4.72|1869
3.36|1874
15.67|1876
5.01|1877
8.68|1878
3.93|1879
5.44|1881
14.44|1882
11.78|1883
5.91|1884
3.77|1888
6.61|1889
3.63|1890
6.27|1891
15.49|1900
3.93|1903
3.43|1904
4.08|1905
10.09|1906
5.91|1909
14.20|1914
7.74|1915
3.99|1917
5.76|1920
12.97|1921
3.87|1922
3.44|1929
5.87|1930
5.09|1932
6.22|1933
3.27|1935
3.21|1937
8.73|1939
4.58|1942
3.49|1946
4.07|1947
3.36|1951
3.64|1954
13.75|1956
3.00|1957
15.85|1958
6.18|1960
11.25|1963
10.69|1966
6.27|1967
11.42|1969
3.10|1970
3.13|1972
5.91|1974
10.32|1976
8.49|1978
4.44|1989
11.08|1993
3.39|1994
4.17|1995
6.76|1996
4.98|1997
8.34|1998
10.96|1999
5.49|2000
4.18|2003
4.62|2004
16.51|2006
4.38|2007
3.33|2008
11.39|2011
15.47|2012
4.98|2013
7.01|2015
6.78|2016
15.19|2017
9.12|2018
12.37|2019
11.19|2020
13.41|2021
7.59|2022
7.54|2023
14.97|2024
6.96|2025
6.60|2026
13.71|2027
9.30|2028
12.58|2029
9.93|2030
5.91|2031
3.72|2032
6.15|2034
4.14|2037
4.89|2039
3.33|2044
5.80|2048
3.00|2049
5.31|2054
3.75|2055
4.44|2057
5.28|2063
